2018,99,240,0
2020,19,27,2
2015,249,1243,0
2016,4,4,0
2018,46,65,0
2016,7,11,2
2018,10,12,0
2016,20,33,0
2015,17,74,0
2020,29,47,2
2016,8,13,0
2018,5,5,2
2017,8,20,0
2020,23,23,0
2017,11,13,0
2020,7,7,0
2017,39,177,2
2020,0,0,0
2019,7,7,2
2018,0,0,0
2014,10,19,0
2017,5,8,0
2018,0,0,0
2020,54,54,1
2017,32,46,0
2020,9,9,0
2015,31,41,2
2020,28,28,0
2020,15,15,2
2018,6,9,0
2020,28,27,0
2015,24,139,0
2020,28,28,0
2018,3,3,0
2018,7,11,0
2018,23,26,0
2018,39,45,1
2015,3,5,2
2020,15,15,0
2018,17,37,2
2016,7,14,0
2018,16,17,2
2014,22,102,0
2018,7,7,0
2014,24,93,0
2017,37,57,0
2018,2,2,0
2014,24,110,0
2020,6,6,0
2020,12,12,0
2017,33,119,0
2014,9,37,2
2020,17,17,0
2017,5,6,0
2020,5,5,0
2020,8,8,0
2018,4,4,2
2020,9,9,2
2017,11,20,2
2013,0,0,1
2018,5,5,0
2020,40,40,0
2015,1,1,0
2016,20,54,0
2019,20,43,2
2013,8,32,0
2015,5,8,0
2018,6,7,0
2020,9,9,0
2018,28,35,2
2019,39,39,0
2020,13,13,2
2020,10,10,2
2019,3,3,0
2020,11,11,0
2020,7,7,0
2020,26,26,0
2013,9,27,0
2019,12,23,0
2018,10,22,0
2013,38,271,0
2019,30,30,0
2018,27,37,0
2019,22,29,2
2018,33,56,2
2020,11,11,0
2013,11,18,0
2019,7,7,0
2019,4,10,0
2013,9,83,0
2018,52,90,2
2019,69,126,2
2019,58,90,0
2018,38,49,0
2019,3,3,2
2020,10,11,0
2018,56,89,0
2019,21,21,0
2012,6,10,0
2014,32,71,0
2018,83,101,0
2019,35,35,1
2014,2,2,0
2020,4,4,0
2018,12,28,0
2013,0,0,2
2020,60,60,2
2018,10,12,1
2019,14,21,0
2018,2,2,2
2020,7,7,0
2019,2,2,0
2018,70,98,0
2020,5,5,2
2020,1,1,0
2018,25,31,0
2019,10,10,0
2012,1,1,0
2019,17,18,0
2018,114,196,1
2019,8,26,1
2019,13,13,0
2019,139,175,0
2019,1,1,0
2020,13,13,0
2020,0,0,0
2019,8,8,2
2020,15,15,0
2020,9,9,0
2016,5,7,0
2019,20,29,0
2018,16,17,0
2020,6,6,0
2019,48,73,0
2019,15,16,0
2013,34,78,0
2020,24,24,2
2019,65,114,2
2018,23,41,2
2016,88,282,0
2013,49,1312,0
2019,24,45,0
2020,10,10,0
2019,11,11,1
2020,0,0,0
2014,10,219,0
2018,0,0,0
2020,6,6,0
2018,5,5,0
2017,45,77,0
2020,0,0,1
2014,7,12,0
2020,8,8,0
2017,14,27,0
2015,12,16,1
2020,21,21,0
2016,19,34,0
2015,34,66,0
2016,10,19,0
2018,17,23,2
2020,6,6,0
2016,23,66,0
2020,3,3,2
2020,18,18,0
2020,28,27,0
2020,5,5,2
2018,5,5,0
2016,13,107,1
2017,14,23,0
2014,7,11,0
2017,49,139,0
2019,49,64,0
2020,29,29,1
2014,11,15,0
2020,7,7,0
2020,14,14,0
2019,19,21,2
2017,3,3,0
2014,4,18,0
2012,7,20,0
2020,13,13,0
2018,1,1,0
2019,9,9,2
2020,15,15,0
2017,11,13,2
2018,6,6,1
2019,117,117,2
2014,5,6,0
2012,3,3,0
2017,41,56,2
2020,22,23,1
2015,14,25,0
2020,14,14,0
2020,21,56,0
2018,16,46,0
2018,47,66,2
2020,10,10,0
2020,2,2,2
2015,56,233,0
2020,4,4,2
2020,11,11,0
2020,20,20,2
2015,35,70,0
2020,24,65,0
2020,5,5,2
2020,50,50,1
2018,16,18,0
2016,151,1112,2
2020,58,58,0
2017,0,0,1
2018,12,16,2
2020,11,11,0
2017,12,25,0
2019,253,830,0
2020,11,11,0
2017,10,13,0
2018,16,18,0
2020,3,3,0
2019,15,15,0
2017,9,9,0
2020,14,14,0
2018,11,17,0
2019,17,17,1
2020,6,6,0
2015,24,37,0
2020,1,1,0
2013,11,30,0
2020,0,0,0
2018,5,6,0
2019,41,41,2
2015,20,47,0
2019,2,2,2
2020,61,61,2
2019,0,0,2
2019,1,1,0
2019,4,7,0
2012,59,199,0
2020,3,3,0
2019,18,34,0
2012,6,8,0
2020,9,9,2
2020,5,5,2
2018,5,10,0
2018,6,6,0
2018,0,0,2
2020,20,20,0
2015,16,42,0
2018,17,20,2
2017,26,58,0
2014,49,182,0
2014,4,6,2
2020,24,24,0
2020,12,12,0
2014,4,4,0
2017,172,541,1
2020,6,6,1
2014,6,11,0
2018,48,55,0
2019,28,44,0
2020,47,47,0
2020,9,9,0
2017,7,7,2
2020,68,67,0
2017,25,171,2
2019,6,6,0
2020,76,75,2
2013,3,6,0
2020,9,9,0
2018,31,42,2
2018,12,15,2
2015,28,227,0
2018,22,82,2
2013,4,8,1
2015,5,10,0
2020,9,9,2
2019,7,8,0
2020,82,82,2
2020,22,22,2
2019,3,3,0
2018,31,46,0
2018,24,28,2
2013,11,16,0
2019,13,13,0
2019,24,24,0
2013,5,8,2
2020,4,4,0
2013,21,50,0
2018,12,53,2
2013,7,15,0
2019,11,11,0
2018,87,105,0
2019,12,12,2
2019,20,27,2
2020,116,193,2
2019,6,6,0
2018,12,61,2
2019,9,20,0
2019,0,0,0
2018,77,112,0
2019,12,12,2
2020,26,48,1
2012,18,42,0
2018,1,1,1
2014,4,34,0
2017,12,23,2
2019,140,423,0
2012,8,34,0
2019,128,197,2
2017,24,78,0
2020,21,21,0
2014,22,41,0
2018,22,35,0
2012,35,68,2
2014,8,19,0
2019,22,22,2
2018,15,23,0
2020,8,8,1
2018,3,3,2
2012,11,13,0
2014,5,12,0
2019,1,1,0
2018,16,28,0
2019,190,439,0
2018,22,26,0
2018,20,22,1
2020,2,2,0
2020,4,4,0
2020,27,27,0
2020,3,3,0
2020,3,3,0
2020,12,12,1
2020,144,144,0
2019,1,1,0
2018,28,36,2
2013,26,82,0
2020,9,9,0
2020,31,31,0
2019,16,16,0
2019,11,11,0
2013,12,14,1
2018,103,245,0
2019,14,19,0
2020,43,43,0
2020,17,17,0
2019,99,199,0
2020,7,7,0
2017,23,27,0
2019,29,29,2
2019,21,29,0
2020,20,20,0
2017,21,39,0
2016,22,28,0
2019,42,42,0
2016,22,40,0
2013,6,14,0
2015,12,25,0
2019,41,41,0
2016,8,8,0
2013,13,26,0
2015,17,21,0
2020,2,2,0
2016,1,1,0
2020,9,9,0
2020,34,35,0
2017,235,368,0
2014,8,13,0
2020,4,4,2
2020,11,11,0
2017,52,75,0
2020,3,3,0
2020,19,43,0
2014,8,16,0
2020,46,46,1
2015,6,9,2
2020,32,32,0
2018,16,28,0
2020,45,45,0
2018,5,5,1
2015,13,41,0
2015,3,5,0
2016,8,9,0
2020,3,3,2
2015,7,13,0
2017,14,28,0
2018,7,7,0
2020,6,6,0
2014,7,28,0
2018,4,6,0
2020,1,1,0
2020,4,4,2
2017,28,259,0
2014,12,42,0
2020,0,0,0
2018,18,45,0
2020,5,5,0
2020,11,11,2
2019,23,24,0
2020,2,2,0
2014,9,17,2
2017,13,16,0
2019,0,0,2
2017,18,26,1
2020,7,7,2
2020,15,15,2
2017,30,39,2
2014,57,344,0
2018,7,7,0
2020,22,22,0
2016,11,13,1
2020,22,45,2
2015,12,30,2
2020,12,12,0
2018,5,9,0
2016,2,2,0
2020,8,8,0
2020,27,27,2
2018,6,7,0
2020,41,41,0
2020,20,20,1
2012,9,30,0
2019,86,128,2
2012,34,119,0
2019,9,10,2
2020,10,10,0
2019,14,18,0
2018,7,7,0
2019,0,0,0
2020,41,558,2
2018,21,33,0
2020,20,40,2
2013,10,14,2
2019,22,23,0
2018,61,131,0
2020,17,25,2
2018,124,307,0
2013,7,21,2
2019,44,71,2
2019,2,2,0
2020,4,4,2
2016,33,98,0
2019,27,41,2
2018,47,61,0
2019,9,11,0
2019,26,26,2
2019,6,6,2
2016,9,11,2
2020,21,21,0
2020,1,1,0
2019,16,21,0
2020,4,4,0
2019,10,13,2
2019,0,0,0
2020,3,3,0
2019,2,2,0
2020,12,12,0
2019,12,14,2
2019,7,7,0
2019,9,9,2
2013,27,90,0
2020,9,9,0
2015,4,5,2
2018,0,0,0
2019,5,5,1
2020,14,14,0
2013,17,34,0
2020,1,1,0
2015,11,35,0
2020,21,21,2
2020,21,21,0
2020,5,5,2
2018,23,46,2
2019,5,5,0
2018,12,12,0
2018,28,39,0
2018,7,7,0
2019,15,15,2
2020,4,4,0
2020,5,5,0
2012,9,21,0
2019,113,225,1
2018,35,63,0
2019,21,21,2
2019,5,5,0
2018,51,73,2
2020,1,1,0
2012,5,6,0
2016,7,8,0
2020,6,6,0
2015,8,12,2
2020,1,1,0
2016,167,332,0
2020,44,44,0
2015,41,101,2
2018,2,2,0
2017,20,31,0
2020,13,13,0
2019,7,7,0
2012,20,172,0
2014,4,9,1
2020,36,36,2
2017,12,13,2
2020,8,8,2
2012,3,5,2
2014,14,194,2
2019,24,33,2
2018,4,6,0
2019,29,57,2
2020,0,0,0
2020,5,5,0
2019,8,8,0
2017,426,1194,0
2020,0,0,0
2020,23,23,0
2017,0,0,0
2018,5,5,0
2020,8,8,0
2015,10,14,0
2020,0,0,0
2020,13,27,0
2016,40,127,0
2016,49,115,2
2015,43,312,0
2020,7,7,0
2020,475,1014,0
2015,2,2,2
2013,5,11,0
2020,17,17,0
2019,14,23,1
2018,40,66,0
2013,10,24,0
2020,14,14,1
2018,9,23,0
2018,45,55,2
2018,58,65,2
2013,34,633,1
2018,0,0,2
2020,32,32,0
2020,8,8,0
2020,18,18,2
2019,57,78,0
2019,9,12,2
2020,32,32,2
2017,90,181,0
2019,3,7,0
2014,5,13,0
2018,6,6,0
2012,12,28,0
2019,2,2,0
2012,23,84,0
2018,0,0,0
2018,10,53,0
2019,22,33,0
2020,47,69,0
2019,7,9,1
2019,13,13,0
2019,10,10,1
2020,5,5,0
2018,16,17,0
2019,33,33,0
2014,13,85,0
2020,14,20,0
2018,8,8,0
2014,28,186,0
2017,4,5,0
2020,71,71,1
2020,17,17,2
2014,13,57,0
2017,32,163,0
2018,1,1,0
2014,4,9,0
2015,99,353,2
2020,82,82,2
2016,10,20,0
2018,4,5,2
2013,8,25,0
2015,4,4,0
2018,9,11,0
2013,23,40,0
2018,3,4,2
2018,2,2,0
2020,3,3,0
2016,62,92,2
2017,12,12,0
2020,4,4,0
2017,16,30,0
2020,24,24,0
2019,6,6,0
2020,6,6,0
2017,4,4,0
2020,37,37,0
2020,16,16,0
2020,23,23,2
2020,14,14,0
2015,3,5,0
2016,5,9,0
2016,36,86,0
2019,3,3,0
2016,15,32,0
2015,17,32,0
2020,35,35,2
2013,12,34,0
2019,20,20,2
2016,5,8,0
2018,18,29,2
2015,8,8,0
2020,17,17,0
2020,27,27,0
2017,0,0,1
2020,83,151,0
2015,21,37,0
2018,20,23,0
2020,21,21,1
2020,3,3,0
2017,36,81,2
2020,33,33,1
2020,70,70,2
2014,8,12,2
2017,21,27,0
2019,20,20,2
2020,3,3,0
2019,15,24,0
2018,76,92,0
2019,103,311,1
2018,5,10,0
2020,23,23,2
2020,4,4,2
2020,16,16,2
2018,15,20,2
2014,3,6,0
2020,113,243,0
2012,9,17,2
2018,27,45,2
2020,3,3,0
2018,16,19,0
2018,9,9,0
2014,5,5,0
2012,4,6,0
2017,127,292,0
2019,39,39,0
2019,11,11,0
2020,81,81,0
2020,6,6,0
2019,20,20,2
2017,3,3,0
2020,7,7,1
2019,14,14,2
2019,11,28,2
2019,39,49,0
2020,9,9,1
2020,1,1,0
2013,9,9,1
2020,21,21,0
2020,2,2,1
2018,12,13,0
2019,3,3,2
2019,43,64,2
2019,18,18,2
2019,6,7,0
2019,36,36,1
2019,3,3,0
2020,89,89,0
2015,12,55,0
2020,5,5,2
2020,38,214,1
2018,78,189,2
2019,32,32,2
2013,9,27,0
2018,11,13,0
2016,14,29,0
2020,50,51,2
2020,4,4,2
2015,35,84,0
2019,4,4,0
2013,15,34,0
2019,3,3,0
2018,13,14,2
2020,1,1,0
2018,11,12,0
2020,38,66,0
2015,6,44,0
2020,9,9,2
2018,4,4,0
2019,31,37,0
2018,9,10,0
2015,2,2,0
2020,1,1,0
2020,26,40,0
2019,50,50,0
2018,6,6,0
2019,5,5,0
2019,9,9,0
2019,19,19,2
2012,7,14,0
2019,2,2,0
2019,10,12,0
2018,37,56,2
2020,3,3,1
2012,17,23,0
2020,6,6,0
2020,8,7,0
2019,2,2,1
2020,28,28,0
2016,3,3,0
2018,13,13,0
2016,53,120,1
2020,97,97,0
2014,33,287,0
2017,31,44,0
2019,33,33,2
2019,30,30,2
2017,18,44,0
2012,7,19,0
2018,11,15,0
2020,13,13,2
2018,11,14,0
2018,21,22,0
2020,3,3,0
2015,55,147,0
2020,7,7,0
2016,25,41,2
2020,16,16,2
2018,0,0,0
2020,9,9,2
2020,23,23,0
2015,38,67,0
2020,3,3,0
2020,41,41,0
2016,40,286,0
2015,7,16,0
2020,21,21,1
2018,6,6,0
2020,35,35,0
2020,7,7,0
2016,120,243,2
2020,7,7,0
2015,8,11,0
2016,22,92,2
2020,15,15,0
2018,6,17,0
2020,2,2,0
2020,9,9,1
2014,8,10,0
2019,1,16,0
2018,0,0,2
2017,4,5,0
2019,20,20,0
2020,3,3,2
2020,13,13,0
2018,14,15,0
2019,10,12,0
2017,14,23,0
2014,15,139,0
2017,44,109,2
2018,16,17,0
2020,69,68,0
2014,1,1,2
2017,32,417,0
2018,42,47,2
2014,114,334,0
2020,36,36,1
2017,40,78,0
2018,11,42,0
2018,35,63,0
2018,25,31,0
2017,790,1668,2
2020,0,0,2
2020,8,8,0
2020,7,7,1
2020,2,2,0
2020,0,10,2
2018,23,40,2
2019,42,75,2
2012,13,39,0
2020,3,3,2
2020,9,9,0
2012,30,121,2
2019,3,3,2
2020,8,8,0
2018,19,20,2
2019,36,36,0
2018,90,586,0
2018,12,14,0
2019,7,9,0
2020,6,6,1
2019,3,3,2
2018,5,5,1
2018,26,30,1
2013,7,9,0
2018,1,1,0
2020,52,92,2
2018,8,15,0
2013,5,7,2
2015,13,90,0
2020,25,25,2
2019,31,46,2
2019,10,10,0
2019,3,3,2
2020,8,8,0
2019,4,4,0
2020,1,1,0
2020,2,2,0
2020,4,4,0
2020,2,2,1
2017,35,66,0
2019,2,2,1
2020,16,16,0
2020,9,9,0
2020,1,1,0
2020,14,14,0
2018,32,44,0
2018,12,13,0
2016,22,52,2
2015,115,606,2
2018,5,5,2
2018,7,9,2
2016,24,79,0
2015,234,6417,0
2020,4,4,0
2020,15,15,0
2015,5,8,0
2018,1,1,1
2015,81,221,0
2020,11,11,0
2017,26,64,0
2014,2,2,2
2018,42,54,0
2017,63,114,2
2020,16,16,0
2018,0,0,0
2020,5,5,0
2014,8,23,2
2020,6,6,0
2018,23,59,0
2020,3,3,0
2019,62,74,1
2020,25,151,2
2018,15,19,0
2018,14,16,2
2020,3,3,0
2018,5,5,0
2017,23,61,2
2019,13,13,2
2020,16,18,0
2019,77,213,0
2018,23,26,0
2017,4,6,0
2019,6,6,0
2019,11,18,0
2019,58,78,0
2013,18,105,2
2020,19,19,0
2018,16,29,0
2019,75,96,1
2019,3,3,0
2013,3,3,1
2019,6,6,0
2018,3,3,0
2019,17,17,2
2020,26,26,2
2019,12,16,0
2018,13,48,0
2013,9,29,0
2020,2,2,1
2019,7,10,2
2018,15,15,0
2020,12,12,2
2018,13,19,0
2019,133,181,2
2013,4,11,1
2020,32,32,0
2018,83,94,2
2019,0,0,0
2020,10,10,2
2014,18,60,0
2012,11,20,0
2019,1,1,0
2018,92,118,0
2019,3,3,0
2014,77,351,0
2012,88,408,0
2018,18,23,2
2019,6,6,0
2019,15,15,2
2020,20,20,0
2018,38,78,0
2019,18,18,2
2019,4,5,2
2018,77,125,2
2020,0,0,0
2020,2,2,0
2014,17,25,0
2014,37,98,0
2017,11,12,0
2020,16,16,2
2014,7,8,2
2016,25,110,0
2018,71,128,2
2018,10,14,2
2020,9,9,2
2020,36,36,2
2015,27,98,0
2018,13,14,2
2018,13,25,0
2016,16,20,0
2020,18,18,2
2015,6,66,2
2020,10,10,0
2018,6,8,1
2016,68,192,0
2019,13,13,2
2018,12,15,2
2015,33,88,0
2013,27,151,0
2018,8,21,2
2019,15,15,0
2018,12,15,0
2015,35,72,1
2018,39,159,2
2013,31,103,0
2020,11,11,2
2017,13,32,0
2020,58,58,0
2018,7,7,0
2017,1,1,0
2020,7,7,2
2020,33,33,0
2020,27,27,0
2015,14,142,0
2018,4,4,0
2016,11,14,0
2018,9,10,0
2018,2,2,2
2020,4,4,1
2015,3,7,0
2020,4,4,0
2020,8,8,0
2020,18,17,0
2017,19,31,0
2020,9,9,0
2014,21,49,0
2017,2,2,0
2018,15,21,2
2017,7,10,1
2020,3,3,2
2020,121,120,2
2017,46,134,0
2018,17,24,0
2014,3,6,2
2020,0,0,0
2017,12,24,0
2020,18,18,2
2017,8,50,0
2020,74,73,0
2016,48,111,0
2018,31,46,0
2018,23,37,1
2020,8,8,0
2019,5,39,0
2020,10,10,1
2015,8,16,0
2018,19,24,0
2016,10,46,0
2015,20,156,0
2020,0,0,0
2019,21,21,0
2019,7,9,0
2020,0,0,1
2019,71,71,2
2013,2,2,2
2019,85,119,0
2020,0,0,0
2019,56,92,2
2019,22,30,2
2013,55,224,2
2019,5,5,0
2018,91,167,0
2020,4,4,0
2019,28,28,1
2018,16,64,0
2020,18,36,0
2018,22,39,0
2018,6,7,0
2019,5,5,0
2020,1,1,2
2020,12,12,2
2018,46,76,0
2020,11,11,2
2017,73,175,0
2018,7,11,2
2019,46,46,0
2020,32,32,0
2020,0,0,0
2018,3,3,0
2018,41,49,2
2017,6,15,0
2014,8,37,0
2012,23,33,0
2019,2,2,0
2012,8,13,0
2019,9,9,0
2018,37,56,2
2020,2,2,0
2019,5,5,1
2014,21,34,2
2012,24,75,1
2019,38,57,0
2018,6,6,0
2012,15,152,0
2018,29,49,0
2020,3,3,0
2020,20,20,2
2018,31,41,2
2019,9,9,0
2013,11,35,0
2018,21,26,0
2020,32,55,0
2013,2,2,0
2019,17,19,2
2018,9,9,2
2019,15,15,0
2020,4,4,0
2018,10,12,0
2019,64,90,2
2020,61,61,0
2020,38,38,2
2019,35,35,0
2020,0,0,1
2020,39,40,0
2019,43,54,2
2015,7,12,2
2020,24,24,0
2016,36,123,0
2019,41,48,0
2020,15,15,0
2015,5,16,0
2013,7,23,0
2019,60,60,0
2016,3,4,0
2020,56,56,0
2015,6,6,0
2013,8,29,0
2017,64,94,0
2014,16,30,0
2020,16,16,0
2017,4,7,0
2018,3,3,0
2020,24,24,0
2017,8,9,0
2020,12,13,0
2014,13,38,0
2017,66,99,0
2020,17,17,2
2014,13,55,0
2018,3,4,2
2016,25,74,2
2018,8,9,0
2018,192,292,0
2020,9,9,2
2020,17,17,0
2015,28,85,0
2018,0,0,0
2018,7,7,0
2016,10,11,0
2020,9,9,0
2015,5,7,0
2020,14,14,0
2018,4,7,2
2018,25,38,0
2020,3,3,0
2020,83,202,0
2020,96,96,0
2015,48,71,0
2020,6,6,0
2018,2,2,0
2019,70,71,0
2019,49,61,0
2020,0,0,0
2012,10,56,0
2020,5,5,0
2020,19,20,0
2018,17,39,0
2019,36,36,0
2012,13,56,0
2019,36,49,2
2019,17,23,0
2013,2,2,1
2020,0,0,0
2016,111,261,0
2019,4,4,2
2013,77,309,0
2019,3,3,0
2018,34,60,0
2016,25,40,0
2013,13,20,2
2020,2,2,2
2020,9,9,1
2018,40,90,2
2013,5,10,0
2020,1,1,0
2018,12,13,0
2020,7,7,0
2017,152,405,0
2020,8,8,0
2018,12,15,0
2020,0,0,0
2020,14,14,0
2017,28,62,0
2020,30,30,2
2018,29,34,0
2015,12,16,0
2018,2,2,0
2020,14,14,0
2016,12,21,2
2018,9,9,2
2020,14,14,0
2015,45,87,2
2018,9,10,0
2020,38,83,0
2016,1,1,0
2020,26,27,0
2020,2,2,1
2020,223,223,2
2020,39,39,0
2014,11,20,0
2014,6,9,0
2017,19,47,0
2018,8,10,2
2020,9,9,0
2014,38,79,2
2020,78,78,0
2019,33,47,0
2017,12,22,0
2018,31,46,0
2014,38,55,0
2018,19,46,2
2020,37,37,2
2020,6,6,2
2014,32,174,2
2018,18,32,0
2018,41,50,0
2014,5,6,0
2020,24,32,2
2018,26,31,0
2018,98,150,0
2017,44,76,2
2020,5,5,0
2020,1,1,0
2020,0,0,2
2020,12,12,2
2020,5,11,0
2015,8,13,0
2020,7,7,2
2020,16,16,0
2015,12,28,0
2020,3,3,0
2016,22,46,0
2018,1,1,0
2020,2,2,0
2016,12,14,0
2016,11,34,0
2016,11,27,2
2020,0,0,0
2018,13,15,0
2020,10,10,0
2020,5,5,0
2017,2,2,0
2019,20,30,0
2020,12,12,0
2020,200,198,2
2019,28,28,0
2017,35,74,0
2019,5,5,0
2018,17,19,0
2019,259,1214,0
2020,27,27,0
2013,12,40,0
2020,20,45,1
2015,6,9,0
2020,2,2,1
2018,17,25,2
2019,2,2,0
2019,2,2,0
2013,15,53,2
2018,5,5,0
2015,15,33,0
2020,11,11,0
2016,27,50,2
2019,76,116,2
2020,19,19,2
2019,8,8,2
2020,18,18,0
2019,1,1,0
2019,4,4,0
2019,18,18,2
2020,19,19,2
2019,26,26,0
2020,1,1,0
2019,4,4,2
2012,21,56,0
2018,45,65,0
2019,23,29,2
2018,32,46,0
2020,9,9,0
2018,46,86,2
2019,64,65,1
2012,3,6,1
2020,4,4,2
2019,0,0,0
2019,6,6,0
2018,10,13,0
2018,13,17,0
2019,22,35,0
2018,17,27,0
2019,61,86,0
2020,37,37,0
2017,2,2,0
2019,21,27,1
2012,11,49,0
2019,12,13,0
2012,16,43,0
2017,66,111,0
2012,3,3,0
2020,44,44,0
2019,60,111,2
2018,1,1,2
2019,1,1,0
2020,8,8,0
2019,7,7,0
2020,9,14,0
2019,14,20,0
2019,1,1,0
2019,16,16,0
2018,15,20,0
2019,32,32,0
2019,4,4,0
2013,8,23,0
2018,13,13,2
2019,115,357,2
2020,5,5,0
2013,10,22,2
2020,20,20,2
2020,0,0,0
2019,22,57,2
2019,17,17,0
2020,1,1,0
2020,73,73,0
2015,17,35,0
2018,5,7,0
2016,13,20,0
2018,39,84,0
2020,1,1,0
2015,5,21,0
2020,28,28,0
2018,37,44,0
2020,45,45,2
2020,17,17,2
2018,5,5,0
2015,5,6,0
2018,11,11,2
2016,27,51,0
2020,5,5,2
2020,15,15,0
2019,4,4,2
2020,15,15,0
2014,14,56,0
2020,27,27,0
2020,1,1,0
2020,4,4,1
2017,11,17,0
2018,69,125,0
2020,46,46,0
2014,7,10,0
2017,17,31,0
