2018,99,240,0
2020,71,71,2
2020,20,20,0
2015,3,198,0
2016,4,5,0
2018,3,3,0
2016,11,21,0
2020,31,31,0
2018,24,33,1
2018,11,18,0
2018,3,3,2
2018,24,37,0
2017,25,44,2
2014,13,29,0
2020,11,11,0
2017,5,9,0
2020,36,36,2
2014,2,2,0
2017,235,668,0
2020,11,11,2
2018,3,3,0
2020,33,33,2
2015,8,63,0
2013,6,10,0
2016,22,41,0
2019,14,14,0
2015,15,40,0
2020,2,2,0
2013,13,36,0
2019,21,26,0
2016,4,12,2
2017,13,43,0
2019,4,5,2
2020,2,2,0
2020,3,3,2
2019,6,6,1
2017,6,6,2
2020,11,11,0
2019,15,15,0
2018,20,43,0
2020,5,5,0
2019,1,1,0
2019,26,64,2
2013,6,64,2
2019,12,17,0
2020,42,42,0
2020,13,13,2
2019,31,39,0
2018,21,21,2
2013,9,67,0
2019,2,2,0
2020,168,325,0
2020,23,23,0
2018,27,37,0
2019,23,23,1
2020,22,22,0
2020,26,26,2
2020,6,6,2
2018,11,11,0
2018,203,303,0
2019,2,2,0
2020,20,20,2
2018,22,26,1
2020,28,28,0
2020,0,0,2
2018,8,8,0
2019,56,89,0
2014,3,4,0
2012,4,14,0
2017,66,166,1
2018,6,6,0
2020,12,12,0
2019,6,6,0
2017,58,152,0
2014,16,62,1
2012,5,12,2
2020,15,15,2
2020,17,17,0
2017,25,52,2
2019,5,5,0
2020,7,7,0
2014,0,24910,0
2019,30,40,2
2017,0,0,0
2020,12,12,0
2018,18,44,0
2020,3,3,0
2014,13,25,2
2018,16,17,0
2020,13,14,2
2020,102,102,2
2016,5,8,0
2020,9,9,2
2020,2,2,2
2015,6,7,0
2018,22,23,0
2016,6,9,0
2020,38,38,0
2018,16,22,0
2020,13,13,2
2020,20,36,0
2015,18,40,0
2016,15,35,2
2020,3,3,0
2015,22,44,0
2020,18,18,2
2016,0,0,0
2015,11,32,0
2020,1,1,0
2016,18,63,0
2017,13,28,0
2018,22,28,2
2018,8,10,1
2019,21,27,2
2020,18,19,0
2014,5,6,0
2020,10,10,0
2017,8,10,0
2014,17,102,0
2020,45,45,0
2019,12,12,0
2013,3,3,0
2018,49,160,0
2019,10,12,2
2013,40,92,0
2018,8,8,2
2019,13,13,2
2016,73,151,0
2020,9,9,0
2019,1,1,0
2019,25,25,2
2019,24,35,1
2019,6,6,0
2020,20,20,0
2019,7,8,2
2012,46,105,2
2018,33,38,0
2020,3,3,0
2012,37,210,0
2019,10,10,2
2018,10,25,2
2019,3,3,2
2020,24,24,0
2018,8,9,0
2018,8,8,0
2018,8,15,0
2019,6,6,0
2018,64,97,0
2019,3,3,0
2019,15,15,0
2020,16,16,2
2018,4,17,0
2019,15,15,0
2019,0,0,2
2018,13,29,2
2019,7,7,0
2019,11,12,0
2019,13,13,0
2019,4,4,0
2019,3,3,0
2018,56,74,0
2013,20,48,0
2020,5,5,1
2015,11,34,0
2020,12,12,0
2019,28,28,0
2013,15,32,0
2020,8,8,0
2015,5,8,0
2020,4,4,2
2018,120,513,0
2013,15,30,0
2019,38,52,0
2018,11,15,0
2017,33,56,0
2019,42,61,0
2020,12,12,2
2017,21,36,0
2019,25,39,0
2020,8,8,0
2017,6,7,0
2020,77,77,0
2015,6,7,0
2020,43,43,0
2018,2,2,2
2016,13,33,0
2020,3,3,0
2018,14,15,0
2020,11,11,0
2016,14,37,0
2020,14,14,0
2015,7,10,0
2020,82,120,2
2016,81,279,0
2020,73,73,0
2015,0,0,1
2018,9,12,0
2017,11,18,0
2020,34,34,0
2018,8,25,0
2020,20,20,1
2012,13,25,2
2020,15,15,0
2014,0,0,1
2020,21,21,1
2012,19,68,2
2014,3,327,0
2019,3,3,2
2020,4,4,0
2020,0,0,0
2019,21,30,0
2020,4,4,0
2020,27,27,0
2018,4,4,0
2020,118,228,2
2016,21,36,0
2020,18,18,0
2015,24,35,0
2020,4,4,0
2018,13,17,0
2016,12,24,0
2018,8,16,0
2018,8,13,0
2020,8,8,0
2015,5,7,0
2020,0,0,1
2018,3,3,0
2016,5,5,0
2018,15,20,0
2015,3,7,0
2020,45,45,0
2016,53,91,0
2020,38,38,2
2014,30,83,0
2020,37,37,0
2020,42,42,0
2017,17,36,0
2014,4,13,0
2019,17,17,0
2019,9,9,1
2018,12,16,2
2019,6,6,0
2020,9,9,0
2018,9,9,0
2020,68,67,0
2019,1,1,0
2020,24,24,0
2019,1,1,0
2012,6,159,0
2019,30,41,0
2018,14,27,0
2020,3,3,2
2017,8,8,0
2019,45,53,2
2019,18,18,0
2018,7,7,0
2012,9,33,1
2017,16,18,0
2012,12,53,0
2019,8,8,0
2020,6,6,0
2020,0,0,1
2019,15,15,2
2013,10,25,0
2018,32,47,0
2018,1,1,1
2013,6,14,2
2020,3,3,0
2019,60,60,0
2013,17,44,0
2019,26,26,0
2019,21,21,2
2020,16,16,0
2019,13,13,0
2018,15,20,0
2019,6,6,2
2019,6,6,2
2013,12,18,2
2019,29,42,2
2020,8,8,2
2020,31,31,0
2017,8,14,0
2019,39,47,2
2020,5,5,0
2019,31,31,2
2020,3,3,0
2017,19,35,0
2020,8,8,2
2012,24,84,0
2014,16,24,0
2018,34,40,2
2019,7,10,0
2020,8,8,2
2012,24,72,2
2020,16,16,0
2019,77,109,2
2018,6,6,0
2020,33,33,0
2018,50,91,2
2019,10,18,0
2020,0,0,0
2020,6,6,0
2018,13,21,2
2020,71,70,0
2020,16,16,0
2019,8,8,0
2020,3,3,1
2017,39,63,0
2017,24,34,1
2020,24,24,0
2014,0,0,1
2018,11,20,0
2018,5,5,0
2018,60,146,0
2018,7,10,0
2017,0,0,0
2016,30,46,2
2019,29,29,0
2013,14,71,0
2020,18,19,0
2015,17,97,0
2019,13,14,0
2016,7,10,2
2013,33,160,0
2015,31,67,0
2018,13,15,0
2020,24,24,0
2019,30,30,2
2020,8,8,2
2019,3,3,0
2020,3,3,0
2020,9,9,0
2019,33,38,2
2016,5,5,2
2020,9,14,0
2019,4,4,0
2020,12,12,0
2018,9,11,0
2016,13,57,0
2013,13,50,0
2018,35,47,0
2019,5,5,2
2020,38,38,2
2013,21,37,1
2019,1,1,1
2019,27,40,2
2018,64,179,1
2012,8,12,1
2019,3,3,0
2019,14,16,0
2018,70,79,2
2019,46,46,1
2020,6,6,0
2019,17,18,2
2018,14,21,2
2015,3,3,2
2020,16,16,0
2016,5,6,0
2020,10,10,0
2015,9,17,0
2020,10,10,0
2018,12,14,0
2020,8,8,1
2020,55,55,2
2020,11,11,2
2016,12,16,0
2018,6,6,0
2014,5,6,0
2020,1,1,2
2017,47,114,0
2020,9,9,0
2014,27,39,0
2018,5,6,0
2018,25,55,0
2020,30,38,2
2019,17,24,2
2017,63,578,2
2020,75,132,0
2014,10,29,0
2017,67,137,2
2019,89,90,0
2018,9,17,0
2020,3,3,0
2014,5,6,2
2020,126,126,0
2017,3,3,0
2018,4,4,0
2015,44,74,0
2020,1,1,1
2016,34,94,0
2020,1,1,0
2016,45,201,0
2020,8,8,2
2020,9,9,0
2015,3,4,0
2016,10,18,0
2016,6,14,2
2020,13,13,0
2018,15,100,0
2020,31,31,0
2020,14,14,0
2016,15,26,0
2020,4,4,2
2017,40,53,2
2020,28,61,2
2017,1,1,0
2020,8,8,2
2020,27,27,0
2020,22,22,1
2017,21,48,0
2012,4,4,0
2018,0,0,0
2020,10,10,2
2017,27,102,2
2018,19,25,0
2014,24,40,1
2012,4,18,0
2020,1,1,0
2017,7,8,0
2014,51,116,0
2020,7,7,2
2015,18,54,1
2020,26,25,0
2018,6,8,0
2016,105,1153,1
2020,21,21,1
2015,21,109,1
2020,35,35,0
2016,7,8,2
2019,8,9,2
2019,5,5,0
2019,0,0,0
2018,48,90,0
2018,61,75,2
2020,3,3,0
2019,1,1,0
2018,9,15,1
2018,165,638,0
2018,10,10,0
2020,49,49,0
2013,3,4,0
2019,4,24,2
2018,34,53,0
2020,1,1,0
2015,5,5,1
2013,13,85,2
2019,12,12,0
2018,26,38,0
2020,2,2,0
2013,76,249,1
2018,14,16,2
2020,4,4,0
2020,8,8,2
2020,7,7,0
2013,22,73,0
2020,17,18,0
2019,10,10,0
2019,73,98,0
2020,0,0,0
2019,2,2,0
2019,148,229,0
2019,9,9,0
2019,8,8,0
2019,54,75,2
2018,81,207,2
2020,0,0,2
2013,31,97,0
2020,1,1,2
2019,36,46,2
2018,3,3,0
2013,7,16,0
2019,72,72,2
2019,215,311,0
2019,5,6,2
2020,2,0,0
2019,13,13,0
2017,7,7,2
2018,18,47,0
2019,14,21,0
2018,3,3,0
2020,15,15,0
2018,3,3,1
2020,64,66,0
2020,11,11,0
2020,3,3,1
2018,118,145,2
2020,6,6,2
2019,2,2,0
2018,80,158,2
2018,22,32,2
2018,20,44,2
2018,0,0,0
2014,8,12,0
2017,15,24,0
2020,58,58,2
2020,25,24,1
2014,15,48,0
2018,6,7,0
2017,8,12,2
2020,3,3,0
2020,15,15,0
2018,16,20,2
2020,4,4,0
2015,9,12,0
2020,29,29,0
2016,19,36,0
2015,10,31,0
2020,12,12,0
2018,14,15,0
2018,3,3,0
2018,64,96,0
2015,11,23,0
2019,27,27,2
2018,1,1,1
2018,18,19,0
2020,1,1,0
2015,56,492,0
2020,20,20,0
2018,6,6,0
2016,5,20,0
2019,3,3,2
2017,28,47,0
2020,35,35,2
2017,36,139,2
2020,19,19,0
2018,1,1,2
2020,35,34,0
2017,39,60,0
2020,7,7,2
2017,9,16,0
2013,17,39,0
2020,124,239,0
2015,46,126,0
2019,8,8,0
2015,26,48,0
2020,16,16,0
2013,38,144,0
2015,1,1,0
2020,73,73,2
2015,0,0,0
2019,11,11,0
2020,8,8,2
2015,28,74,2
2020,4,4,0
2018,12,13,2
2018,2,2,0
2016,8,12,0
2018,21,85,0
2015,25,94,0
2020,29,29,2
2020,38,38,0
2016,2,2,0
2018,3,3,0
2014,16,47,0
2020,10,10,0
2020,1,1,0
2018,21,29,1
2020,1,1,0
2017,27,54,0
2014,3,3,0
2020,10,10,2
2017,14,26,0
2018,5,5,0
2020,0,0,0
2020,6,6,0
2020,7,7,0
2018,62,89,2
2019,8,8,0
2018,106,216,2
2012,5,14,2
2019,15,15,0
2020,20,20,0
2012,80,1307,0
2014,2,2,0
2012,4,5,2
2019,12,12,0
2018,62,75,2
2012,9,80,0
2014,7,15,0
2019,10,10,2
2019,4,4,2
2020,23,23,2
2020,79,79,0
2020,0,0,2
2020,4,4,2
2020,76,76,1
2020,8,8,0
2019,2,2,0
2018,25,37,0
2019,7,7,0
2019,25,42,0
2019,22,29,2
2019,11,11,0
2013,12,38,0
2020,17,17,2
2018,69,123,0
2016,17,23,0
2015,8,30,0
2020,67,68,0
2020,10,10,0
2020,44,44,2
2020,14,14,0
2020,0,0,2
2020,1,1,0
2020,7,7,0
2018,7,7,0
2018,13,14,0
2020,13,13,0
2017,13,14,0
2020,4,4,0
2018,5,9,0
2020,5,5,0
2018,6,6,2
2017,24,49,0
2014,50,221,0
2014,47,334,0
2018,7,9,0
2019,13,13,2
2017,20,34,0
2014,6,8,0
2020,6,6,0
2020,11,35,0
2020,14,14,2
2012,49,210,2
2018,12,15,0
2019,21,27,2
2019,0,0,0
2020,6,6,0
2020,2,2,0
2012,22,68,0
2018,24,28,0
2020,14,14,0
2020,1,1,0
2019,4,4,0
2020,2,2,0
2020,1614,3460,1
2015,15,29,0
2020,31,31,2
2018,13,13,2
2019,8,8,0
2018,16,31,0
2013,7,33,2
2016,8,18,0
2019,12,12,0
2018,15,20,2
2020,5,5,0
2013,9,14,0
2020,10,10,0
2013,9,12,0
2019,4,4,0
2018,181,286,0
2020,1,1,0
2020,23,23,0
2013,6,8,0
2019,9,11,2
2016,8,13,0
2019,63,97,0
2020,0,0,0
2019,5,5,0
2019,22,22,0
2020,25,25,0
2019,17,17,2
2019,9,9,0
2020,3,3,2
2019,15,15,0
2020,29,29,2
2019,9,9,0
2020,97,98,0
2015,21,49,1
2013,7,13,0
2016,5,7,0
2020,4,4,0
2019,1,1,1
2018,35,60,2
2019,3,3,2
2016,4,7,0
2015,13,38,0
2020,23,41,0
2013,6,11,2
2018,11,18,0
2019,9,9,0
2019,7,7,0
2018,7,21,2
2019,2,2,0
2020,25,25,2
2019,8,8,0
2018,10,21,0
2012,14,62,0
2019,17,17,2
2018,16,25,0
2019,4,4,0
2012,5,6,0
2020,1,1,0
2018,63,105,0
2020,10,10,0
2019,28,40,0
2020,19,29,0
2015,16,35,0
2020,23,59,0
2020,6,6,0
2020,5,5,0
2015,4,15,2
2020,30,30,0
2020,52,103,0
2018,51,64,0
2018,19,20,0
2020,44,44,0
2014,56,128,2
2018,8,32,0
2018,7,10,0
2017,15,20,0
2018,31,142,0
2014,62,162,1
2020,24,24,0
2020,18,18,0
2017,52,110,2
2019,48,48,0
2020,0,0,0
2020,15,15,0
2020,12,12,2
2019,14,21,0
2020,7,7,0
2020,0,0,0
2016,9,673,0
2018,64,106,0
2020,11,11,0
2016,83,290,0
2015,11,12,0
2020,11,11,0
2016,70,207,2
2020,13,13,0
2015,6,10,0
2016,6,21,0
2020,6,6,0
2020,3,3,0
2020,0,0,0
2020,5,5,0
2019,9,15,0
2019,18,18,0
2020,6,6,0
2018,229,538,1
2020,17,17,0
2020,10,10,2
2019,11,11,2
2019,7,7,1
2018,35,45,2
2019,9,11,2
2012,20,65,0
2019,21,30,0
2018,51,145,1
2014,2,2,0
2012,7,41,2
2020,1,1,0
2019,1,1,0
2019,14,14,0
2020,19,19,0
2020,4,4,0
2020,11,11,2
2017,2,2,0
2019,31,39,0
2020,53,53,0
2019,11,11,2
2017,7,9,0
2013,44,131,2
2019,3,3,0
2020,3,3,0
2018,6,7,0
2019,2,2,0
2018,16,25,0
2019,4,4,0
2020,6,6,0
2020,4,4,0
2020,37,37,0
2018,6,9,2
2016,5,5,0
2019,11,11,2
2015,7,7,0
2020,20,20,2
2020,42,42,2
2015,67,272,0
2019,58,90,2
2016,4,4,0
2013,10,23,0
2020,38,38,0
2018,82,144,1
2018,13,15,0
2018,7,7,0
2018,6,11,0
2018,3,5,2
2017,2,2,0
2014,6,147,0
2020,16,16,0
2020,5,5,0
2017,48,95,0
2020,16,16,2
2020,4,4,0
2014,14,19,2
2017,46,76,0
2017,29,62,0
2014,6,12,0
2020,10,10,0
2020,19,19,2
2014,3,7,0
2017,6,8,0
2018,43,49,0
2018,1,1,2
2015,1,1,0
2020,8,8,2
2018,20,21,0
2018,35,45,0
2018,7,8,0
2016,28,48,2
2020,5,5,0
2018,11,12,0
2015,3,67,0
2019,162,216,2
2018,10,13,0
2016,8,16,0
2018,27,46,2
2019,8,8,1
2015,36,165,0
2020,97,97,2
2018,1,1,1
2020,64,63,0
2020,0,0,1
2020,28,28,2
2019,48,65,0
2013,4,5,0
2018,8,8,2
2019,24,73,0
2018,17,43,0
2013,8,18,0
2020,9,9,2
2019,33,33,1
2018,4,4,0
2020,4,4,2
2020,10,10,1
2019,76,89,1
2020,11,11,0
2012,9,29,2
2018,5,5,2
2019,17,522,0
2018,9,10,0
2019,58,99,0
2017,55,69,0
2018,367,910,0
2019,5,5,0
2020,19,19,0
2019,1,1,0
2018,7,10,0
2018,35,43,2
2019,22,33,2
2018,19,25,0
2019,1,1,2
2020,3,3,0
2015,31,50,0
2020,40,40,0
2018,6,7,0
2020,78,108,2
2018,42,70,0
2020,26,26,0
2016,8,55,0
2020,0,0,0
2012,29,368,2
2020,18,18,2
2018,0,0,0
2020,20,20,0
2018,0,0,0
2012,16,74,0
2020,7,7,0
2014,4,430,0
2017,22,31,0
2020,2,2,0
2017,6,7,2
2017,32,56,2
2019,16,18,2
2020,0,0,0
2020,16,16,2
2017,18,34,2
2019,27,27,2
2017,7,7,0
2015,8,21,0
2020,31,31,0
2016,24,62,0
2020,59,101,0
2015,6,6,2
2020,8,8,0
2018,9,11,0
2016,37,226,0
2019,0,0,2
2019,47,47,0
2020,0,0,0
2019,7,9,0
2019,35,245,0
2019,79,79,2
2019,5,5,0
2019,20,28,0
2020,3,3,1
2020,0,0,0
2018,45,51,0
2019,3,3,2
2013,3,5,0
2020,12,12,0
2015,4,7,0
2020,3,3,0
2016,26,45,2
2018,0,0,2
2019,205,206,0
2019,2,2,0
2020,2,2,0
2013,20,49,0
2015,7,18,0
2020,22,22,0
2018,9,12,2
2015,75,235,0
2020,9,9,2
2019,4,4,2
2018,12,12,0
2015,8,25,0
2018,1,1,2
2018,36,53,0
2020,0,0,1
2020,4,4,0
2019,52,64,2
2018,23,26,2
2018,0,0,2
2020,0,0,0
2018,10,19,2
2012,18,26,2
2018,34,45,2
2019,15,17,1
2019,1,1,1
2019,19,20,0
2012,11,23,0
2020,4,4,0
2018,18,24,0
2019,21,22,0
2018,9,11,2
2019,23,23,0
2019,21,21,1
2016,52,87,2
2019,4,4,2
2018,68,145,2
2013,25,41,0
2020,1,1,2
2018,12,14,1
2013,102,322,0
2013,11,43,2
2020,4,4,0
2019,39,56,2
2018,40,60,2
2016,12,36,0
2020,3,3,0
2019,54,54,2
2018,8,19,0
2019,105,144,0
2020,5,5,0
2020,3,3,0
2019,19,19,0
2020,8,8,0
2020,5,5,0
2020,14,14,2
2015,23,53,0
2020,11,11,0
2016,13,21,2
2020,33,33,0
2018,8,9,0
2020,23,32,0
2015,4,4,0
2016,8,14,2
2020,42,42,2
2014,5,10,0
2018,1,1,0
2018,6,6,2
2017,3,11,0
2018,10,12,0
2017,36,65,0
2014,32,120,0
2020,9,9,0
2017,16,20,0
2020,16,16,2
2020,2,2,0
2014,22,45,2
2017,37,113,0
2020,3,3,2
2014,5,5,2
2014,11,25,0
2017,10,24,0
2018,501,1390,1
2018,38,43,0
2015,87,136,0
2016,18,69,0
2020,4,4,2
2020,5,5,0
2015,9,23,0
2020,26,26,0
2020,2,2,2
2020,15,15,2
2020,30,30,0
2014,5,5,0
2017,10,18,0
2020,16,16,0
2017,18,22,2
2020,12,12,0
2020,6,6,2
2014,12,25,0
2017,24,29,2
2020,13,13,0
2015,10,28,0
2020,58,57,2
2018,52,104,0
2018,4,4,2
2016,7,8,0
2018,13,13,0
2018,14,19,0
2015,13,60,0
2020,24,24,0
2020,7,7,0
2018,16,33,0
2016,8,14,2
2020,19,19,2
2015,16,132,0
2019,2,2,0
2015,44,140,0
2020,6,6,2
2019,4,4,0
2014,9,22,0
2020,30,30,0
2019,13,13,0
2017,28,31,2
2018,2,2,1
2017,31,62,0
2020,0,0,2
2020,5,5,0
2018,10,11,0
2013,12,31,0
2019,6,6,0
2019,12,12,0
2019,2,2,0
2018,80,99,0
2019,4,4,0
2020,33,33,0
2019,22,22,0
2013,5,42,0
2020,69,69,0
2020,7,7,0
2019,20,31,0
2020,3,3,0
2019,25,25,0
2017,31,100,0
2014,19,638,0
2012,6,24,0
2018,37,84,0
2019,6,9,2
2014,22,35,2
2020,5,5,0
2017,8,11,2
2018,19,23,0
2020,17,17,2
2018,11,12,0
2020,16,16,1
2018,11,14,2
2018,43,54,0
2020,7,7,1
2019,4,4,0
2018,2,2,0
2012,17,31,0
2020,39,39,0
2017,25,40,0
2019,14,18,0
2018,68,201,0
2020,22,22,2
2018,6,10,0
2019,5,16,0
2018,16,20,0
2017,62,794,0
2012,16,34,0
2020,11,11,0
2018,5,6,0
2019,31,31,2
2020,3,3,0
2019,8,8,0
2019,6,7,0
2019,36,45,0
2019,5,5,0
2018,2,2,1
2019,57,88,0
2013,49,98,2
2020,4,4,2
2020,8,8,0
2018,7,12,0
2019,23,63,0
2013,14,41,0
2020,50,50,0
2020,4,4,2
2020,7,7,0
2019,1,1,0
2020,9,9,2
2015,5,7,2
2020,13,13,0
2015,26,58,0
2018,3,3,0
2016,39,77,0
2015,7,13,2
2020,18,18,0
2018,5,8,0
2016,11,23,0
2018,8,10,0
2015,20,34,0
2018,3,4,0
2020,13,13,0
2015,57,558,0
2020,33,33,1
2015,7,17,2
2020,6,6,0
2016,20,65,0
2018,5,5,0
2014,29,80,0
2017,35,73,2
2020,10,10,2
2014,10,34,0
2020,14,14,0
2017,13,51,0
2012,46,207,0
2019,18,18,2
2019,16,25,2
2012,10,21,2
2020,24,52,0
2018,9,10,0
2019,45,60,0
2018,65,117,0
2019,15,15,0
2020,6,6,0
2015,4,5,0
2020,5,5,2
2018,57,64,1
2013,37,103,0
2020,7,7,2
2018,31,42,0
2013,29,117,0
2018,3,3,0
2015,14,37,0
2018,30,39,0
2013,22,51,0
2020,55,55,0
2019,11,11,0
2019,9,9,2
2020,25,25,0
2016,33,45,2
2018,52,202,0
2020,11,11,0
2015,22,86,0
2020,16,16,0
2018,9,16,0
2016,14,155,0
2020,13,13,0
2015,4,6,0
2017,101,157,2
2019,8,10,2
2020,52,95,1
2017,34,77,0
2020,7,7,0
2020,4,4,0
2019,4,4,0
2017,26,37,1
2020,68,68,2
2020,36,36,0
2017,45,112,2
2014,6,10,0
2018,141,209,1
2017,13,20,0
2018,15,24,0
2020,1,1,0
2018,4,4,0
2018,13,17,2
2017,115,211,1
2018,17,22,0
2014,15,167,0
2020,13,13,1
2014,18,27,1
2020,17,17,2
2020,11,11,2
2020,8,11,0
2020,4,4,0
2015,21,46,0
2015,19,236,0
2020,23,23,2
2017,20,39,0
2019,48,69,1
2020,1,1,0
2014,9,17,0
2019,8,8,2
2017,95,503,0
2020,3,3,2
2017,11,21,0
2020,38,38,0
2018,6,6,0
2020,1,1,0
2018,2,2,0
2017,4,6,1
2018,12,16,0
2019,25,32,0
2018,6,27,0
2016,0,0,0
2015,4,57,2
2020,19,19,0
2016,44,81,0
2016,24,53,0
2020,11,11,0
2018,5,6,0
2020,18,18,0
2020,4,4,2
2015,18,54,0
2019,74,95,0
2019,57,84,2
2020,0,0,0
2019,44,59,0
2019,6,10,2
2013,10,18,0
2016,6,9,0
2018,96,186,2
2020,69,121,2
2013,6,13,0
2020,3,3,1
2020,6,6,0
2018,31,49,0
2016,31,73,2
2020,7,7,2
2015,41,130,0
2020,69,114,0
2020,3,3,0
2019,34,56,0
2018,9,13,0
2015,20,26,0
2020,14,14,0
2018,16,19,0
2020,6,6,1
2012,12,20,2
2019,0,0,2
2018,54,79,2
2019,11,11,0
2018,125,200,0
2018,3,3,0
2020,24,24,2
2020,118,119,0
2019,64,94,0
2013,16,37,0
2019,149,445,1
2018,32,57,2
2020,5,5,2
2013,7,54,0
2019,1,1,2
2019,10,10,2
2020,10,10,2
2018,18,22,0
2020,23,23,0
2018,28,59,0
2020,2,2,0
2018,2,2,0
2020,18,18,0
2018,9,31,0
2020,15,15,0
2018,243,502,0
2014,6,25,2
2017,7,12,0
2020,0,0,0
2018,39,89,0
2019,28,28,2
2012,9,12,2
2014,1,1,2
2018,3,3,2
2019,11,12,0
2019,0,0,2
2016,67,244,0
2018,75,148,0
